transaction_id,timestamp,payment_method,bank,device_type,amount,status,failure_reason
TXN111633,2025-02-26 22:59:00,Credit Card,ICICI Bank,Android,6615.98,SUCCESS,
TXN176445,2025-02-26 23:04:00,Wallet,Yes Bank,Android,2113.26,SUCCESS,
TXN165577,2025-02-26 23:10:00,Net Banking,HDFC Bank,Android,2934.01,SUCCESS,
TXN137269,2025-02-26 23:12:00,Net Banking,Axis Bank,iOS,911.91,SUCCESS,
TXN153991,2025-02-26 23:14:00,Net Banking,HDFC Bank,Android,1466.11,SUCCESS,
TXN138219,2025-02-26 23:17:00,Debit Card,HDFC Bank,iOS,2340.85,SUCCESS,
TXN147588,2025-02-26 23:22:00,UPI,HDFC Bank,Desktop,2242.93,FAILED,INSUFFICIENT_FUNDS
TXN131316,2025-02-26 23:22:00,Credit Card,SBI,Android,721.9,SUCCESS,
TXN167304,2025-02-26 23:32:00,Debit Card,Kotak Bank,Android,1111.83,SUCCESS,
TXN101836,2025-02-26 23:37:00,Credit Card,Axis Bank,iOS,2596.0,SUCCESS,
TXN112021,2025-02-26 23:38:00,Credit Card,Kotak Bank,Desktop,331.59,SUCCESS,
TXN104328,2025-02-26 23:39:00,UPI,ICICI Bank,Android,1638.02,SUCCESS,
TXN138511,2025-02-26 23:40:00,Wallet,Yes Bank,Android,817.54,SUCCESS,
TXN165161,2025-02-26 23:44:00,UPI,SBI,Desktop,479.62,SUCCESS,
TXN137051,2025-02-26 23:45:00,UPI,HDFC Bank,Android,231.77,SUCCESS,
TXN128189,2025-02-26 23:45:00,Debit Card,ICICI Bank,Android,2931.47,SUCCESS,
TXN116465,2025-02-26 23:55:00,Debit Card,SBI,iOS,4533.84,SUCCESS,
TXN141828,2025-02-26 23:57:00,UPI,Yes Bank,iOS,1275.57,SUCCESS,
TXN172727,2025-02-27 00:07:00,Debit Card,ICICI Bank,Desktop,7096.53,SUCCESS,
TXN138506,2025-02-27 00:08:00,Credit Card,HDFC Bank,iOS,1430.14,SUCCESS,
TXN157406,2025-02-27 00:08:00,UPI,Kotak Bank,Desktop,1833.27,SUCCESS,
TXN100432,2025-02-27 00:10:00,Credit Card,ICICI Bank,Android,1021.86,SUCCESS,
TXN102369,2025-02-27 00:12:00,UPI,HDFC Bank,Android,300.55,SUCCESS,
TXN121786,2025-02-27 00:13:00,UPI,Kotak Bank,Desktop,1468.1,SUCCESS,
TXN154866,2025-02-27 00:16:00,Wallet,Kotak Bank,Android,920.44,SUCCESS,
TXN133181,2025-02-27 00:20:00,UPI,SBI,Android,1622.41,SUCCESS,
TXN111758,2025-02-27 00:29:00,UPI,ICICI Bank,Desktop,894.25,SUCCESS,
TXN147792,2025-02-27 00:30:00,Net Banking,ICICI Bank,iOS,9351.62,SUCCESS,
TXN151328,2025-02-27 00:34:00,Net Banking,Axis Bank,iOS,1809.3,SUCCESS,
TXN110806,2025-02-27 00:34:00,Credit Card,ICICI Bank,Android,8096.2,SUCCESS,
TXN112016,2025-02-27 00:36:00,UPI,ICICI Bank,Android,2707.13,SUCCESS,
TXN136328,2025-02-27 00:38:00,UPI,Kotak Bank,iOS,387.89,FAILED,BANK_TIMEOUT
TXN150224,2025-02-27 00:38:00,Wallet,Axis Bank,iOS,1782.15,SUCCESS,
TXN179556,2025-02-27 00:40:00,Debit Card,Kotak Bank,Android,1195.27,SUCCESS,
TXN139480,2025-02-27 00:41:00,UPI,Axis Bank,iOS,3356.78,FAILED,INSUFFICIENT_FUNDS
TXN124028,2025-02-27 00:41:00,UPI,SBI,Android,3327.78,SUCCESS,
TXN151898,2025-02-27 00:41:00,UPI,SBI,Android,2274.56,SUCCESS,
TXN100044,2025-02-27 00:46:00,UPI,SBI,iOS,379.6,SUCCESS,
TXN150344,2025-02-27 00:47:00,Credit Card,HDFC Bank,Android,564.03,SUCCESS,
TXN127614,2025-02-27 00:52:00,UPI,Yes Bank,iOS,1123.84,SUCCESS,
TXN113031,2025-02-27 00:53:00,Credit Card,HDFC Bank,iOS,398.96,SUCCESS,
TXN104671,2025-02-27 00:55:00,Credit Card,Yes Bank,Android,1699.44,SUCCESS,
TXN146651,2025-02-27 00:55:00,Debit Card,HDFC Bank,Desktop,1502.71,SUCCESS,
TXN142060,2025-02-27 00:59:00,UPI,Kotak Bank,Android,1395.0,SUCCESS,
TXN150531,2025-02-27 01:01:00,UPI,SBI,Android,4283.13,SUCCESS,
TXN143017,2025-02-27 01:09:00,Credit Card,HDFC Bank,Android,5389.27,FAILED,INSUFFICIENT_FUNDS
TXN108467,2025-02-27 01:13:00,Credit Card,Yes Bank,Android,933.41,SUCCESS,
TXN172674,2025-02-27 01:15:00,Debit Card,SBI,Desktop,449.99,SUCCESS,
TXN146031,2025-02-27 01:23:00,Debit Card,HDFC Bank,iOS,1862.1,SUCCESS,
TXN172192,2025-02-27 01:24:00,Net Banking,SBI,Android,963.15,SUCCESS,
TXN132204,2025-02-27 01:29:00,Wallet,ICICI Bank,iOS,1511.31,SUCCESS,
TXN124445,2025-02-27 01:30:00,UPI,HDFC Bank,iOS,1411.23,SUCCESS,
TXN128321,2025-02-27 01:31:00,UPI,HDFC Bank,Android,772.75,SUCCESS,
TXN121760,2025-02-27 01:34:00,UPI,Kotak Bank,iOS,677.8,FAILED,INVALID_VPA_RESPONSE
TXN168625,2025-02-27 01:35:00,UPI,HDFC Bank,iOS,506.6,SUCCESS,
TXN139428,2025-02-27 01:38:00,Debit Card,Yes Bank,iOS,1506.56,SUCCESS,
TXN151943,2025-02-27 01:47:00,Net Banking,HDFC Bank,Android,684.23,SUCCESS,
TXN134835,2025-02-27 01:48:00,Debit Card,ICICI Bank,Android,404.8,SUCCESS,
TXN118771,2025-02-27 01:49:00,Debit Card,Axis Bank,iOS,5190.72,SUCCESS,
TXN134384,2025-02-27 01:51:00,Net Banking,HDFC Bank,Android,752.11,SUCCESS,
TXN150873,2025-02-27 01:51:00,UPI,ICICI Bank,Android,4045.75,SUCCESS,
TXN146654,2025-02-27 01:53:00,Debit Card,ICICI Bank,iOS,1517.97,SUCCESS,
TXN124004,2025-02-27 01:58:00,UPI,HDFC Bank,Android,556.29,SUCCESS,
TXN168963,2025-02-27 02:03:00,UPI,Kotak Bank,Android,253.08,SUCCESS,
TXN160947,2025-02-27 02:03:00,UPI,HDFC Bank,iOS,596.49,SUCCESS,
TXN144040,2025-02-27 02:05:00,Net Banking,SBI,Android,5091.14,SUCCESS,
TXN177318,2025-02-27 02:05:00,Wallet,Kotak Bank,Android,1477.48,SUCCESS,
TXN132013,2025-02-27 02:10:00,UPI,HDFC Bank,Android,1422.91,SUCCESS,
TXN116421,2025-02-27 02:11:00,Credit Card,SBI,Android,1168.17,SUCCESS,
TXN155239,2025-02-27 02:13:00,UPI,Axis Bank,Android,12135.92,FAILED,LIMIT_EXCEEDED
TXN126969,2025-02-27 02:18:00,UPI,SBI,iOS,198.79,SUCCESS,
TXN105178,2025-02-27 02:20:00,UPI,ICICI Bank,Android,1265.35,SUCCESS,
TXN118936,2025-02-27 02:25:00,UPI,HDFC Bank,iOS,6603.35,SUCCESS,
TXN137224,2025-02-27 02:26:00,Net Banking,Yes Bank,Android,2523.24,SUCCESS,
TXN140877,2025-02-27 02:27:00,UPI,HDFC Bank,Desktop,2570.78,SUCCESS,
TXN122893,2025-02-27 02:29:00,Credit Card,Yes Bank,Android,629.1,SUCCESS,
TXN177031,2025-02-27 02:42:00,UPI,HDFC Bank,Android,10259.99,SUCCESS,
TXN105085,2025-02-27 02:51:00,Credit Card,HDFC Bank,iOS,11116.01,SUCCESS,
TXN145027,2025-02-27 02:52:00,UPI,SBI,Android,2867.51,SUCCESS,
TXN145641,2025-02-27 02:53:00,UPI,SBI,iOS,2701.02,SUCCESS,
TXN144561,2025-02-27 03:07:00,UPI,HDFC Bank,Android,8149.57,SUCCESS,
TXN147997,2025-02-27 03:09:00,Credit Card,ICICI Bank,Android,945.51,FAILED,OTP_TIMEOUT
TXN106101,2025-02-27 03:17:00,Net Banking,ICICI Bank,Android,10045.45,SUCCESS,
TXN150331,2025-02-27 03:20:00,Credit Card,SBI,Android,652.87,SUCCESS,
TXN164789,2025-02-27 03:21:00,UPI,SBI,Android,6905.93,SUCCESS,
TXN107829,2025-02-27 03:24:00,Debit Card,Kotak Bank,Android,3636.13,SUCCESS,
TXN157647,2025-02-27 03:39:00,Credit Card,HDFC Bank,iOS,1653.38,FAILED,TOKENIZATION_ERROR
TXN133109,2025-02-27 03:42:00,UPI,Kotak Bank,iOS,427.51,FAILED,INVALID_VPA_RESPONSE
TXN102817,2025-02-27 03:43:00,UPI,SBI,Android,276.81,SUCCESS,
TXN111674,2025-02-27 03:49:00,Credit Card,Axis Bank,iOS,195.74,SUCCESS,
TXN158886,2025-02-27 03:50:00,Wallet,SBI,iOS,2118.58,SUCCESS,
TXN176726,2025-02-27 04:04:00,Credit Card,SBI,iOS,3202.13,SUCCESS,
TXN175879,2025-02-27 04:18:00,Credit Card,Yes Bank,Android,3945.81,SUCCESS,
TXN175737,2025-02-27 04:21:00,UPI,HDFC Bank,iOS,1303.84,SUCCESS,
TXN148845,2025-02-27 04:26:00,UPI,ICICI Bank,Android,710.14,SUCCESS,
TXN128397,2025-02-27 04:35:00,UPI,ICICI Bank,Android,3910.6,SUCCESS,
TXN154181,2025-02-27 04:36:00,UPI,Axis Bank,Android,690.79,SUCCESS,
TXN179161,2025-02-27 04:38:00,UPI,Kotak Bank,Android,266.49,SUCCESS,
TXN176633,2025-02-27 04:39:00,Credit Card,Kotak Bank,Android,3233.12,SUCCESS,
TXN145726,2025-02-27 04:39:00,UPI,Kotak Bank,iOS,1717.87,FAILED,BANK_TIMEOUT
TXN120799,2025-02-27 04:51:00,UPI,Axis Bank,Desktop,7867.74,SUCCESS,
TXN138875,2025-02-27 04:54:00,Debit Card,Axis Bank,iOS,4251.34,SUCCESS,
TXN159220,2025-02-27 04:58:00,UPI,ICICI Bank,Android,453.73,SUCCESS,
TXN130521,2025-02-27 04:59:00,Debit Card,ICICI Bank,Android,529.9,FAILED,BANK_DECLINE
TXN133715,2025-02-27 05:06:00,Debit Card,ICICI Bank,iOS,2644.82,SUCCESS,
TXN165208,2025-02-27 05:10:00,UPI,HDFC Bank,Android,556.68,SUCCESS,
TXN161829,2025-02-27 05:11:00,Debit Card,Kotak Bank,iOS,849.83,SUCCESS,
TXN168290,2025-02-27 05:16:00,Credit Card,Axis Bank,iOS,1260.32,SUCCESS,
TXN161080,2025-02-27 05:17:00,UPI,SBI,iOS,623.2,SUCCESS,
TXN109948,2025-02-27 05:20:00,UPI,HDFC Bank,Desktop,4415.9,SUCCESS,
TXN131392,2025-02-27 05:34:00,UPI,Kotak Bank,iOS,1460.6,FAILED,BANK_TIMEOUT
TXN142812,2025-02-27 05:34:00,UPI,HDFC Bank,Desktop,1166.0,SUCCESS,
TXN174679,2025-02-27 05:35:00,UPI,Yes Bank,iOS,1902.82,SUCCESS,
TXN117244,2025-02-27 05:35:00,UPI,ICICI Bank,iOS,2272.83,SUCCESS,
TXN107616,2025-02-27 05:47:00,UPI,Yes Bank,iOS,3589.67,SUCCESS,
TXN157067,2025-02-27 05:50:00,Debit Card,ICICI Bank,Desktop,1395.43,SUCCESS,
TXN153072,2025-02-27 05:51:00,Debit Card,SBI,iOS,783.9,SUCCESS,
TXN114139,2025-02-27 05:53:00,UPI,SBI,Android,277.1,SUCCESS,
TXN164076,2025-02-27 06:00:00,Debit Card,ICICI Bank,Android,2232.47,SUCCESS,
TXN146458,2025-02-27 06:02:00,Debit Card,Yes Bank,Android,835.34,SUCCESS,
TXN106417,2025-02-27 06:08:00,UPI,HDFC Bank,Android,418.38,SUCCESS,
TXN165929,2025-02-27 06:14:00,Wallet,SBI,Android,3130.47,SUCCESS,
TXN104859,2025-02-27 06:14:00,Debit Card,HDFC Bank,Android,3031.62,SUCCESS,
TXN177812,2025-02-27 06:14:00,Debit Card,Kotak Bank,Android,601.51,SUCCESS,
TXN135092,2025-02-27 06:16:00,UPI,ICICI Bank,iOS,1380.63,SUCCESS,
TXN168089,2025-02-27 06:18:00,Wallet,HDFC Bank,Android,262.87,SUCCESS,
TXN173256,2025-02-27 06:19:00,Credit Card,SBI,Android,1041.71,SUCCESS,
TXN107759,2025-02-27 06:22:00,UPI,ICICI Bank,Desktop,3578.25,SUCCESS,
TXN126421,2025-02-27 06:22:00,Debit Card,Yes Bank,iOS,774.73,SUCCESS,
TXN160339,2025-02-27 06:27:00,Credit Card,Axis Bank,iOS,1092.96,SUCCESS,
TXN154887,2025-02-27 06:29:00,Net Banking,Axis Bank,iOS,430.4,SUCCESS,
TXN153482,2025-02-27 06:45:00,Debit Card,Axis Bank,Android,2637.46,SUCCESS,
TXN121649,2025-02-27 06:52:00,Credit Card,Axis Bank,Android,1453.89,SUCCESS,
TXN167179,2025-02-27 06:54:00,UPI,HDFC Bank,iOS,874.7,SUCCESS,
TXN121570,2025-02-27 06:59:00,Debit Card,Kotak Bank,Android,1254.9,SUCCESS,
TXN173442,2025-02-27 07:03:00,UPI,SBI,Android,1359.77,SUCCESS,
TXN146284,2025-02-27 07:10:00,Wallet,HDFC Bank,iOS,796.06,SUCCESS,
TXN102226,2025-02-27 07:20:00,Debit Card,Axis Bank,Desktop,319.56,SUCCESS,
TXN101909,2025-02-27 07:20:00,UPI,Axis Bank,Desktop,1247.43,SUCCESS,
TXN135145,2025-02-27 07:24:00,UPI,SBI,iOS,3075.28,SUCCESS,
TXN137681,2025-02-27 07:26:00,Debit Card,ICICI Bank,iOS,901.18,SUCCESS,
TXN142292,2025-02-27 07:30:00,Debit Card,ICICI Bank,Android,3050.04,SUCCESS,
TXN142910,2025-02-27 07:31:00,Wallet,ICICI Bank,Android,299.14,SUCCESS,
TXN132221,2025-02-27 07:33:00,Debit Card,SBI,iOS,253.29,SUCCESS,
TXN100951,2025-02-27 07:41:00,Net Banking,SBI,Android,120.75,SUCCESS,
TXN114322,2025-02-27 07:43:00,Net Banking,SBI,Android,284.47,SUCCESS,
TXN170637,2025-02-27 07:48:00,UPI,HDFC Bank,iOS,1076.84,SUCCESS,
TXN111228,2025-02-27 07:48:00,UPI,HDFC Bank,Android,886.84,FAILED,INSUFFICIENT_FUNDS
TXN119170,2025-02-27 07:50:00,UPI,Yes Bank,iOS,3120.12,SUCCESS,
TXN127748,2025-02-27 07:54:00,UPI,SBI,Android,2137.44,SUCCESS,
TXN176758,2025-02-27 07:56:00,Credit Card,SBI,Desktop,3155.67,SUCCESS,
TXN135801,2025-02-27 07:57:00,UPI,HDFC Bank,Desktop,1955.37,FAILED,INSUFFICIENT_FUNDS
TXN132835,2025-02-27 08:02:00,UPI,Kotak Bank,Android,695.9,FAILED,BANK_TIMEOUT
TXN147488,2025-02-27 08:06:00,Wallet,HDFC Bank,Android,849.96,FAILED,BANK_DECLINE
TXN101835,2025-02-27 08:07:00,Wallet,Kotak Bank,Android,1458.22,SUCCESS,
TXN151808,2025-02-27 08:10:00,Credit Card,HDFC Bank,Desktop,4492.42,SUCCESS,
TXN159487,2025-02-27 08:11:00,Debit Card,ICICI Bank,Android,1053.27,SUCCESS,
TXN121757,2025-02-27 08:11:00,Debit Card,Yes Bank,Android,1005.21,SUCCESS,
TXN123302,2025-02-27 08:13:00,Wallet,Axis Bank,iOS,6006.45,SUCCESS,
TXN130162,2025-02-27 08:15:00,Credit Card,ICICI Bank,Android,1457.99,SUCCESS,
TXN158862,2025-02-27 08:16:00,UPI,Axis Bank,Android,932.43,SUCCESS,
TXN177224,2025-02-27 08:16:00,UPI,Axis Bank,Android,1697.72,SUCCESS,
TXN101951,2025-02-27 08:22:00,Debit Card,Axis Bank,Desktop,1256.74,SUCCESS,
TXN125613,2025-02-27 08:23:00,Debit Card,Axis Bank,iOS,1037.09,SUCCESS,
TXN106179,2025-02-27 08:28:00,Credit Card,ICICI Bank,iOS,1199.31,SUCCESS,
TXN133487,2025-02-27 08:29:00,UPI,ICICI Bank,Android,399.66,SUCCESS,
TXN118543,2025-02-27 08:35:00,Debit Card,SBI,Android,138.1,SUCCESS,
TXN136486,2025-02-27 08:40:00,Credit Card,ICICI Bank,Android,4530.25,SUCCESS,
TXN170703,2025-02-27 08:41:00,Credit Card,Kotak Bank,iOS,1702.82,SUCCESS,
TXN133156,2025-02-27 08:47:00,Net Banking,Kotak Bank,iOS,834.57,SUCCESS,
TXN105700,2025-02-27 08:50:00,UPI,Axis Bank,Android,2276.94,SUCCESS,
TXN152413,2025-02-27 08:51:00,UPI,Axis Bank,Desktop,9786.4,SUCCESS,
TXN110216,2025-02-27 08:54:00,Credit Card,HDFC Bank,Android,8137.52,SUCCESS,
TXN163314,2025-02-27 09:06:00,Credit Card,SBI,Desktop,406.14,SUCCESS,
TXN107718,2025-02-27 09:08:00,UPI,Yes Bank,Android,409.9,SUCCESS,
TXN160347,2025-02-27 09:10:00,Debit Card,HDFC Bank,Desktop,1036.08,SUCCESS,
TXN103673,2025-02-27 09:19:00,UPI,Yes Bank,iOS,682.27,SUCCESS,
TXN170018,2025-02-27 09:20:00,UPI,Yes Bank,iOS,413.78,SUCCESS,
TXN134504,2025-02-27 09:26:00,UPI,ICICI Bank,Desktop,589.09,SUCCESS,
TXN146263,2025-02-27 09:27:00,Credit Card,SBI,Android,322.66,SUCCESS,
TXN112403,2025-02-27 09:28:00,Credit Card,SBI,iOS,772.58,SUCCESS,
TXN117359,2025-02-27 09:36:00,Debit Card,SBI,Android,1415.45,SUCCESS,
TXN131086,2025-02-27 09:43:00,Wallet,SBI,iOS,853.99,SUCCESS,
TXN172922,2025-02-27 09:45:00,UPI,SBI,Desktop,689.82,SUCCESS,
TXN156944,2025-02-27 09:46:00,Credit Card,Axis Bank,Android,1476.56,SUCCESS,
TXN159278,2025-02-27 09:50:00,UPI,SBI,Android,1300.43,SUCCESS,
TXN114402,2025-02-27 09:51:00,Debit Card,ICICI Bank,iOS,653.25,SUCCESS,
TXN146406,2025-02-27 09:55:00,UPI,HDFC Bank,Android,990.45,SUCCESS,
TXN162483,2025-02-27 09:56:00,Net Banking,HDFC Bank,iOS,730.43,SUCCESS,
TXN126503,2025-02-27 09:58:00,UPI,HDFC Bank,Android,444.88,SUCCESS,
TXN131671,2025-02-27 10:04:00,UPI,SBI,iOS,912.2,SUCCESS,
TXN108885,2025-02-27 10:10:00,Debit Card,HDFC Bank,iOS,1575.87,SUCCESS,
TXN176947,2025-02-27 10:11:00,Wallet,Axis Bank,Desktop,419.92,SUCCESS,
TXN150806,2025-02-27 10:19:00,UPI,Kotak Bank,Android,797.02,FAILED,INVALID_VPA_RESPONSE
TXN129987,2025-02-27 10:27:00,Net Banking,HDFC Bank,Android,6930.96,SUCCESS,
TXN143550,2025-02-27 10:27:00,Debit Card,ICICI Bank,Android,251.91,SUCCESS,
TXN167975,2025-02-27 10:28:00,Credit Card,Axis Bank,Android,444.63,SUCCESS,
TXN166720,2025-02-27 10:39:00,Debit Card,HDFC Bank,Android,2452.75,SUCCESS,
TXN155350,2025-02-27 10:40:00,UPI,SBI,iOS,1770.19,FAILED,INSUFFICIENT_FUNDS
TXN171046,2025-02-27 10:42:00,UPI,ICICI Bank,Desktop,2934.91,SUCCESS,
TXN111003,2025-02-27 10:44:00,Net Banking,Kotak Bank,iOS,681.29,SUCCESS,
TXN162714,2025-02-27 10:52:00,UPI,HDFC Bank,Android,324.82,SUCCESS,
TXN104320,2025-02-27 10:58:00,Wallet,SBI,Android,3275.82,SUCCESS,
TXN170649,2025-02-27 11:02:00,Debit Card,Axis Bank,Desktop,1247.0,SUCCESS,
TXN144288,2025-02-27 11:02:00,Debit Card,SBI,Android,2820.52,SUCCESS,
TXN141788,2025-02-27 11:04:00,Credit Card,Axis Bank,Android,872.64,SUCCESS,
TXN176995,2025-02-27 11:05:00,Wallet,ICICI Bank,Android,3290.67,SUCCESS,
TXN145605,2025-02-27 11:05:00,UPI,ICICI Bank,iOS,426.17,SUCCESS,
TXN132125,2025-02-27 11:15:00,UPI,Yes Bank,Android,918.88,SUCCESS,
TXN146146,2025-02-27 11:16:00,Net Banking,Axis Bank,Android,2794.19,SUCCESS,
TXN119448,2025-02-27 11:23:00,Debit Card,Yes Bank,iOS,608.36,SUCCESS,
TXN106816,2025-02-27 11:23:00,Credit Card,SBI,Android,5688.94,SUCCESS,
TXN170506,2025-02-27 11:24:00,Debit Card,HDFC Bank,Android,1426.24,SUCCESS,
TXN135282,2025-02-27 11:24:00,UPI,Kotak Bank,Android,1311.61,SUCCESS,
TXN101146,2025-02-27 11:26:00,UPI,HDFC Bank,Android,8055.96,SUCCESS,
TXN143809,2025-02-27 11:28:00,Net Banking,Kotak Bank,Android,1177.45,SUCCESS,
TXN147951,2025-02-27 11:30:00,Net Banking,Axis Bank,iOS,1384.41,SUCCESS,
TXN107549,2025-02-27 11:33:00,Debit Card,Axis Bank,iOS,2328.24,SUCCESS,
TXN162446,2025-02-27 11:38:00,UPI,ICICI Bank,iOS,3314.57,SUCCESS,
TXN108848,2025-02-27 11:38:00,Debit Card,Kotak Bank,iOS,244.36,SUCCESS,
TXN147557,2025-02-27 11:43:00,UPI,SBI,iOS,3428.3,SUCCESS,
TXN103459,2025-02-27 11:50:00,Debit Card,Axis Bank,Desktop,1877.27,SUCCESS,
TXN117159,2025-02-27 11:55:00,UPI,ICICI Bank,Android,1182.17,SUCCESS,
TXN120584,2025-02-27 11:56:00,UPI,ICICI Bank,iOS,2213.41,SUCCESS,
TXN157834,2025-02-27 11:58:00,Wallet,SBI,iOS,476.49,SUCCESS,
TXN125744,2025-02-27 12:00:00,UPI,HDFC Bank,Android,2170.53,SUCCESS,
TXN113813,2025-02-27 12:01:00,Wallet,SBI,iOS,20699.49,FAILED,BANK_TIMEOUT
TXN153645,2025-02-27 12:03:00,UPI,ICICI Bank,iOS,333.3,SUCCESS,
TXN107782,2025-02-27 12:16:00,Debit Card,ICICI Bank,Android,2281.72,SUCCESS,
TXN101963,2025-02-27 12:18:00,UPI,SBI,Android,2166.69,SUCCESS,
TXN144627,2025-02-27 12:19:00,Wallet,ICICI Bank,Android,188.99,SUCCESS,
TXN143609,2025-02-27 12:20:00,UPI,ICICI Bank,Android,1585.39,SUCCESS,
TXN124727,2025-02-27 12:21:00,UPI,Axis Bank,Desktop,2874.44,SUCCESS,
TXN144246,2025-02-27 12:22:00,Wallet,HDFC Bank,Android,2353.45,SUCCESS,
TXN171805,2025-02-27 12:26:00,UPI,HDFC Bank,Android,219.38,SUCCESS,
TXN164126,2025-02-27 12:28:00,Debit Card,HDFC Bank,Android,4114.0,SUCCESS,
TXN114927,2025-02-27 12:33:00,Debit Card,HDFC Bank,Desktop,2421.69,SUCCESS,
TXN109973,2025-02-27 12:38:00,UPI,HDFC Bank,Android,620.48,SUCCESS,
TXN156335,2025-02-27 12:44:00,UPI,Yes Bank,iOS,903.28,SUCCESS,
TXN114869,2025-02-27 12:49:00,Credit Card,ICICI Bank,Android,4671.98,SUCCESS,
TXN123712,2025-02-27 12:57:00,UPI,ICICI Bank,Android,3335.37,SUCCESS,
TXN126893,2025-02-27 13:01:00,Debit Card,ICICI Bank,Android,1194.82,SUCCESS,
TXN129698,2025-02-27 13:01:00,Net Banking,HDFC Bank,Desktop,491.38,SUCCESS,
TXN151842,2025-02-27 13:02:00,Debit Card,Axis Bank,Android,3066.16,SUCCESS,
TXN179618,2025-02-27 13:05:00,UPI,Yes Bank,Android,2427.42,SUCCESS,
TXN138234,2025-02-27 13:07:00,Credit Card,SBI,iOS,1366.96,SUCCESS,
TXN132082,2025-02-27 13:09:00,UPI,SBI,iOS,9812.47,SUCCESS,
TXN120084,2025-02-27 13:13:00,UPI,SBI,iOS,636.05,SUCCESS,
TXN139506,2025-02-27 13:16:00,UPI,Yes Bank,iOS,785.22,SUCCESS,
TXN170143,2025-02-27 13:17:00,Net Banking,ICICI Bank,iOS,2227.74,SUCCESS,
TXN164364,2025-02-27 13:17:00,UPI,Yes Bank,Android,2454.05,SUCCESS,
TXN142575,2025-02-27 13:19:00,Net Banking,SBI,iOS,4374.63,SUCCESS,
TXN102807,2025-02-27 13:25:00,Credit Card,HDFC Bank,Android,1873.67,SUCCESS,
TXN176573,2025-02-27 13:39:00,Wallet,HDFC Bank,iOS,10089.14,SUCCESS,
TXN169157,2025-02-27 13:39:00,Wallet,Axis Bank,Android,2429.56,SUCCESS,
TXN137650,2025-02-27 13:44:00,Wallet,ICICI Bank,Android,2877.85,SUCCESS,
TXN143769,2025-02-27 13:50:00,UPI,HDFC Bank,Android,911.62,SUCCESS,
TXN121683,2025-02-27 14:00:00,UPI,SBI,Android,679.42,SUCCESS,
TXN117944,2025-02-27 14:01:00,Debit Card,Kotak Bank,Android,17083.45,SUCCESS,
TXN151242,2025-02-27 14:07:00,UPI,SBI,Android,4884.04,SUCCESS,
TXN124782,2025-02-27 14:08:00,UPI,Kotak Bank,Android,13711.05,SUCCESS,
TXN145982,2025-02-27 14:10:00,Wallet,Axis Bank,Android,212.49,SUCCESS,
TXN167718,2025-02-27 14:14:00,UPI,ICICI Bank,Android,1779.95,SUCCESS,
TXN104993,2025-02-27 14:19:00,Net Banking,SBI,Desktop,1024.51,SUCCESS,
TXN147616,2025-02-27 14:19:00,Debit Card,Yes Bank,Desktop,2442.85,SUCCESS,
TXN101319,2025-02-27 14:19:00,UPI,Kotak Bank,Android,224.45,FAILED,BANK_TIMEOUT
TXN109870,2025-02-27 14:29:00,Credit Card,HDFC Bank,iOS,1310.42,FAILED,TOKENIZATION_ERROR
TXN142055,2025-02-27 14:31:00,Credit Card,SBI,Android,1030.62,SUCCESS,
TXN173210,2025-02-27 14:32:00,UPI,HDFC Bank,Android,3367.24,SUCCESS,
TXN169961,2025-02-27 14:37:00,UPI,HDFC Bank,iOS,252.96,SUCCESS,
TXN145493,2025-02-27 14:44:00,Net Banking,SBI,Android,2351.11,SUCCESS,
TXN159043,2025-02-27 14:45:00,Credit Card,Yes Bank,Android,568.93,SUCCESS,
TXN173205,2025-02-27 14:48:00,Net Banking,ICICI Bank,Android,11356.52,SUCCESS,
TXN153811,2025-02-27 14:55:00,UPI,HDFC Bank,Android,560.28,SUCCESS,
TXN106053,2025-02-27 14:57:00,Credit Card,Axis Bank,iOS,4904.98,SUCCESS,
TXN174165,2025-02-27 15:00:00,UPI,Kotak Bank,iOS,1135.64,FAILED,BANK_TIMEOUT
TXN166986,2025-02-27 15:03:00,Debit Card,SBI,Android,227.82,SUCCESS,
TXN119266,2025-02-27 15:04:00,UPI,ICICI Bank,iOS,1411.87,SUCCESS,
TXN154546,2025-02-27 15:08:00,Debit Card,ICICI Bank,Android,250.96,SUCCESS,
TXN113114,2025-02-27 15:16:00,UPI,SBI,Desktop,801.7,SUCCESS,
TXN177008,2025-02-27 15:20:00,Wallet,ICICI Bank,Android,1340.67,SUCCESS,
TXN141878,2025-02-27 15:26:00,UPI,SBI,Android,3253.23,SUCCESS,
TXN128608,2025-02-27 15:29:00,UPI,SBI,Android,882.23,SUCCESS,
TXN178956,2025-02-27 15:29:00,Credit Card,HDFC Bank,iOS,1053.04,SUCCESS,
TXN120243,2025-02-27 15:31:00,Credit Card,HDFC Bank,Android,480.75,SUCCESS,
TXN131112,2025-02-27 15:33:00,Wallet,Axis Bank,iOS,518.51,SUCCESS,
TXN179996,2025-02-27 15:36:00,UPI,HDFC Bank,Android,516.91,SUCCESS,
TXN119675,2025-02-27 15:39:00,Credit Card,HDFC Bank,Desktop,1532.23,SUCCESS,
TXN122162,2025-02-27 15:40:00,Credit Card,SBI,Desktop,2931.08,SUCCESS,
TXN106015,2025-02-27 15:41:00,Wallet,Kotak Bank,Android,406.41,SUCCESS,
TXN149830,2025-02-27 15:48:00,Credit Card,Axis Bank,Desktop,1077.81,SUCCESS,
